[03.11.2024 10:00:30] Chatters_offline: wpatkabot (0/1)
[03.11.2024 20:44:49] demonicalf0x: Wpatka powinna dostać 0RR za chęc remisu Madge
[03.11.2024 20:45:09] harakirshi: rel
[03.11.2024 20:45:18] chalchalek__: !love @demonicalf0x
[03.11.2024 20:45:18] moobot: @chalchalek__ Jest dokładnie 26% <3 pomiędzy @chalchalek__ i @DemonicalF0x peepoLove
[03.11.2024 20:45:23] demonicalf0x: @chalchalek__ ty się dobrze czujesz? Madge
[03.11.2024 20:45:24] michal265a: ppL
[03.11.2024 20:45:31] Chatters_online: miko_milk,tymbark279,tigerssbb,camilliaq,leankabe,dashie75,miskol84,mikeytomajki,v_filo,panrojek,olapola12345,yvlunar,zahaczai,narobany587,kafar1458,xeonix30,kr3wet4,adameczek12_,dejmon420,kolorowypiesek,toudi115,przemoyto,pavele0,kurwanonw,ayre3nn,squattygnome,pawel13367,villture,mrsaj3k,xxlilciaxx,tax_office,wpatka,mikopikooo,kagerosimba,strona_,maberkowicz,demonicalf0x,paqsini,maxikingus,tojisuza,oredowsky,grimmgodx,kohakumi_,strugal_1,szzczepan22,furionek,cirocco,badluckcharm99,obstrused,youngpatryczq,puppymi,bobgmo,twojmisio,iiibilboiii,syndromka,piechowski,xshamankaa,danielpolak344,123chopstick123,dawidx5555,pavcio0,misialkaa,atomik544,somno__,wygzy35,kontogold10,poprostuglonek,czlowiek_widmo69,szopen__,kasiulkaxx3,minerai_,wlaudia,wilkkacperdark,misiaczka,normalnainaczejj,harakirshi,qwhytetiger,nlucky,aiisha___,levyofficial,grenlando,pucusioszpon,1ntrowertykus,adrianke4,danio123455_,emi_lka02,lol_ignis,aklanaaa,iamgodgar,miskaaaa_,paaandziula,dte_oski123,akttiw,heluss,xkoala000,majusza,rvvdzia,roidanpl,ditru_,orczyk1,luunako,szeczonek,fxd13_,bezingoo,mlodziodke,tomcio996,dziusiek_pl,sliwa1022,marchewka_pl,yuqi_1645,siema_xx,rafcio0o,funt0x,xz_vc,zapominarek7,bakorek,dominia_52,greber__,turbotrampek,jgodone,kanapka_kanapki,kenzenik,grichtisc,kaemi_01,energoski,shadow_0n,proximo_knz,cypherkaaxottia,wiktosiax,femebable,manasza202,gamerhamster__,derwxx,michal265a,biala4furia,spys1u,k0rd4s_,wensvgyfdhhfjfd,tysienka1,pajda_vdl,grosz_pl,cockney8,dawidous,zoyysia,minlaks,karolina__00,zmywarek69,kanapkowiczasty,bastrowy,tori2137,popson8,finek1234,ziomalobombalo,nieuczesana,notii_,pokemoncommunitygame,sheva2812,veterancze,sziweno,lunees__,itzznexusik,sierdzant_misiu,zoe_games99,kati1356,aroka_11,aligatorekxd,allimak_,timikkkkkk,tymon_sp,izabelciaa_,natalcia_157,nebudu__,damianspot247,hulii_,shittedjose,jemzupki,moonlightflower90,maaja1104,antosssx,kolorowa_kluska,bonialline,er_ninja95905,yasiunarcyz,plarcu,chalchalek__,woolfvr46,uroczynorbi19,lubiemalekotki567,luuki685,jarotele,trafelek,flexis555,drakonikus30,hf_aiden,kcartek,snoowee_,blue_blue_blu,madzix9,szym998,rosznik,arten380,sayaleksa,xyznjo_,bocik___,nazumi29,barc0od3,stos2314,zymaaha1,k4ri_byczq,dziaduuu_,mocna_kawka,mobbyn_igoreq,mefiri,96noskilll,miniosky7,migotkae,interring,kekubaw,zumasterka211,szymsiek,slimeswojak,alcest__,kornelllo,wpatkabot,kiim_karo,moobot,roadtrip_is_live,igornneczko,sruchatek,tysia_x24,oliwth,ameluuucha,oesuu,papci071,szami8,jakubxd,madoki__,selem_e,sennsei_,maril0xd,kotelooo,poleqq1,zdozukoks,gaks12430,ktos628,wedelek12,areoldbum_,nolli_6,zakonkrzacki,duck_ling2137,d_blus,thematigame,nanonimx,zwierzakixd_,yel_l_ow,bartex890,denttele,lesny_27,julishee,th__stormy,anastazja_7,demonek_wcue,nightbot,zuessyace,spl8t,kochamstopykasix,vjorgi,fairystrategy,yooyoye,dragonecze,saven006,pawlosbielski2,najlags,streamelements,zuzixx__,thekaelek,linektv,shendyyy_,besha_21,roket0329,chaachar,arielka97,frill_exe,tangiabot,kyo_rq,qverrs,teilek,vatoseek,xairoo_,uminek16,mrtinkia,bronowice_,karol12345s,goooralesko,nirrivv,patka__wariatka_,kubka12222,moooniaaa00,domino_22_,ovoi_,pawellot,xasvek,xisuba1,minesplendor,xmartax (228/305)
[03.11.2024 20:45:32] sheva2812: drugi raz pearl mi się trafił 🙈
[03.11.2024 20:45:46] demonicalf0x: !love chalchalek__
[03.11.2024 20:45:46] moobot: @DemonicalF0x Jest dokładnie 79% <3 pomiędzy @DemonicalF0x i @chalchalek__ peepoLove
[03.11.2024 20:45:51] emi_lka02: !sr die with a smile
[03.11.2024 20:45:51] chalchalek__: @DemonicalF0x coś złego jest w tej piosence? oh
[03.11.2024 20:45:52] moobot: @Emi_lka02 Dodałem "Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video)" [ youtu.be/kPa7bsKwL-c ] do playlisty - odtworzę ją za 19 minutes and 35 seconds! PogU ?
[03.11.2024 20:46:00] demonicalf0x: nie no kurwa to kpina za te nightcore centuries powinno być 0% Madge chalchalek__
[03.11.2024 20:46:01] th__stormy: !ranga
[03.11.2024 20:46:03] streamelements: @th__stormy Aktualna ranga w Valorancie: Platinum 1 - 28RR.. Tracker: https://tracker.gg/valorant/profile/riot/wpatka%23astra/overview?playlist=competitive RazeShy
[03.11.2024 20:46:09] harakirshi: LUL
[03.11.2024 20:46:16] flytosky: dzień dobry witam serdecznie, prosze pamiętać żeby celowac w głowę - wtedy zadaje szię więcej punktów obrażeń - głowa to ta okrągla część ciała nad piersiami, życvzę powodzenia MLADY Kappa
[03.11.2024 20:46:16] wpatkabot: Hej gigachadzie @FlyToSky, fajnie że jesteś Hejcia
[03.11.2024 20:46:21] energoski: !sr idol
[03.11.2024 20:46:23] moobot: @Energoski Dodałem "YOASOBI「アイドル」 Official Music Video" [ youtu.be/ZRtdQ81jPUQ ] do playlisty - odtworzę ją za 23 minutes and 48 seconds! PogU ?
[03.11.2024 20:46:24] energoski: !sr beggin
[03.11.2024 20:46:24] chalchalek__: !sr nightcore rather be
[03.11.2024 20:46:25] moobot: @chalchalek__ Dodałem "Nightcore - Rather Be" [ youtu.be/tyaPqW0bO5M ] do playlisty - odtworzę ją za 27 minutes and 34 seconds! PogU ?
[03.11.2024 20:46:25] demonicalf0x: !sr fallout boy phoenix
[03.11.2024 20:46:26] moobot: @Energoski Dodałem "Måneskin - Beggin' (Lyrics/Testo)" [ youtu.be/W2MpGCL8-9o ] do playlisty - odtworzę ją za 30 minutes and 50 seconds! PogU ?
[03.11.2024 20:46:26] moobot: @DemonicalF0x Dodałem "Fall Out Boy - The Phoenix (Lyrics)" [ youtu.be/eC5OsxKjPlc ] do playlisty - odtworzę ją za 34 minutes and 21 seconds! PogU ?
[03.11.2024 20:46:27] emi_lka02: !sr counting stars
[03.11.2024 20:46:27] chalchalek__: !song
[03.11.2024 20:46:28] moobot: @Emi_lka02 Dodałem "OneRepublic - Counting Stars (Lyrics)" [ youtu.be/mgT0N3tMP74 ] do playlisty - odtworzę ją za 39 minutes and 30 seconds! PogU ?
[03.11.2024 20:46:31] Chatters_online: miko_milk,tymbark279,tigerssbb,camilliaq,leankabe,dashie75,miskol84,mikeytomajki,v_filo,panrojek,olapola12345,yvlunar,zahaczai,narobany587,kafar1458,xeonix30,adameczek12_,kolorowypiesek,toudi115,przemoyto,pavele0,kurwanonw,ayre3nn,squattygnome,pawel13367,villture,mrsaj3k,xxlilciaxx,tax_office,wpatka,mikopikooo,kagerosimba,strona_,maberkowicz,demonicalf0x,paqsini,maxikingus,tojisuza,oredowsky,grimmgodx,kohakumi_,strugal_1,szzczepan22,furionek,cirocco,badluckcharm99,obstrused,youngpatryczq,puppymi,bobgmo,twojmisio,iiibilboiii,syndromka,piechowski,xshamankaa,danielpolak344,123chopstick123,dawidx5555,pavcio0,misialkaa,atomik544,somno__,kontogold10,poprostuglonek,czlowiek_widmo69,kasiulkaxx3,minerai_,wlaudia,wilkkacperdark,misiaczka,normalnainaczejj,harakirshi,qwhytetiger,nlucky,aiisha___,levyofficial,grenlando,pucusioszpon,1ntrowertykus,adrianke4,danio123455_,emi_lka02,aklanaaa,iamgodgar,miskaaaa_,paaandziula,akttiw,heluss,xkoala000,majusza,rvvdzia,roidanpl,ditru_,orczyk1,luunako,szeczonek,fxd13_,bezingoo,mlodziodke,tomcio996,dziusiek_pl,sliwa1022,marchewka_pl,yuqi_1645,siema_xx,rafcio0o,funt0x,xz_vc,enlajna,zapominarek7,dominia_52,greber__,turbotrampek,jgodone,kanapka_kanapki,kenzenik,grichtisc,kaemi_01,energoski,shadow_0n,proximo_knz,cypherkaaxottia,wiktosiax,femebable,manasza202,gamerhamster__,derwxx,michal265a,biala4furia,spys1u,k0rd4s_,wensvgyfdhhfjfd,pajda_vdl,grosz_pl,cockney8,dawidous,zoyysia,minlaks,karolina__00,zmywarek69,kanapkowiczasty,bastrowy,tori2137,popson8,finek1234,ziomalobombalo,nieuczesana,notii_,pokemoncommunitygame,sheva2812,veterancze,sziweno,lunees__,itzznexusik,sierdzant_misiu,zoe_games99,kati1356,aroka_11,aligatorekxd,allimak_,timikkkkkk,tymon_sp,natalcia_157,nebudu__,damianspot247,hulii_,shittedjose,jemzupki,moonlightflower90,maaja1104,antosssx,kolorowa_kluska,bonialline,er_ninja95905,yasiunarcyz,plarcu,chalchalek__,woolfvr46,uroczynorbi19,lubiemalekotki567,jarotele,trafelek,flexis555,hf_aiden,kcartek,snoowee_,blue_blue_blu,madzix9,szym998,rosznik,arten380,sayaleksa,xyznjo_,bocik___,nazumi29,barc0od3,stos2314,zymaaha1,k4ri_byczq,dziaduuu_,mocna_kawka,mobbyn_igoreq,mefiri,96noskilll,miniosky7,migotkae,interring,kekubaw,zumasterka211,szymsiek,flytosky,slimeswojak,alcest__,kornelllo,moobot,kiim_karo,wpatkabot,roadtrip_is_live,igornneczko,sruchatek,tysia_x24,oliwth,ameluuucha,oesuu,papci071,szami8,jakubxd,madoki__,selem_e,sennsei_,maril0xd,kotelooo,poleqq1,zdozukoks,gaks12430,ktos628,wedelek12,nolli_6,zakonkrzacki,duck_ling2137,d_blus,thematigame,nanonimx,zwierzakixd_,grubyzdw,yel_l_ow,bartex890,lesny_27,julishee,th__stormy,anastazja_7,demonek_wcue,nightbot,zuessyace,spl8t,kochamstopykasix,vjorgi,fairystrategy,yooyoye,dragonecze,saven006,pawlosbielski2,najlags,streamelements,thekaelek,linektv,shendyyy_,besha_21,roket0329,chaachar,arielka97,frill_exe,tangiabot,kyo_rq,qverrs,teilek,vatoseek,xairoo_,uminek16,mrtinkia,bronowice_,karol12345s,goooralesko,nirrivv,patka__wariatka_,kubka12222,moooniaaa00,domino_22_,ovoi_,pawellot,xasvek,xisuba1,minesplendor,xmartax (228/294)
[03.11.2024 20:46:33] emi_lka02: !sr human perri
[03.11.2024 20:46:34] moobot: @Emi_lka02 Dodałem "Christina Perri - Human [Official Video]" [ youtu.be/r5yaoMjaAmE ] do playlisty - odtworzę ją za 43 minutes and 48 seconds! PogU ?
[03.11.2024 20:46:38] chalchalek__: @DemonicalF0x CO TA PIOSENKA CI ZROBIŁA AAA
[03.11.2024 20:46:41] chalchalek__: AAAA
[03.11.2024 20:46:42] energoski: !sr arcade
[03.11.2024 20:46:44] moobot: @Energoski Dodałem "Duncan Laurence - Arcade" [ youtu.be/Qau6mObfSGM ] do playlisty - odtworzę ją za 48 minutes and 10 seconds! PogU ?
[03.11.2024 20:46:47] moobot: Suby mogą dodawać song requesty za pomocą komendy sr i linku do yt bądź tytułu piosenki. Obecnie leci "OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records]" [ youtu.be/jGflUbPQfW8 ] catJAM
[03.11.2024 20:46:52] michal265a: za rzadko tej pasty używam bo też mam zapisaną
[03.11.2024 20:46:59] energoski: !sr Słodkiego miłego zycia
[03.11.2024 20:46:59] flytosky: mam to zapisane i sobie kopiuje Keepo
[03.11.2024 20:47:00] moobot: @Energoski Dodałem "sanah - Słodkiego miłego życzę" [ youtu.be/AbE6KR9AOds ] do playlisty - odtworzę ją za 47 minutes and 54 seconds! PogU ?
[03.11.2024 20:47:08] chalchalek__: !sias
[03.11.2024 20:47:10] kyo_rq: doda jakiś sub Lady Gaga - Disease bardzo ładnie proszę <3
[03.11.2024 20:47:10] moobot: Zajrzyj na moje kanały YT! Kanał gamingowy: https://www.youtube.com/c/wpatka || Kanał muzyczny: https://www.youtube.com/c/patrycjawesolowska <3 <3
[03.11.2024 20:47:11] energoski: !sr GEMN
[03.11.2024 20:47:12] moobot: @Energoski Dodałem "ファタール / GEMN - Fatal / GEMN" [ youtu.be/8tQiWHXSGN0 ] do playlisty - odtworzę ją za 51 minutes and 14 seconds! PogU ?
[03.11.2024 20:47:12] harakirshi: To przez alkohol Kappa
[03.11.2024 20:47:13] demonicalf0x: @chalchalek__ piosenka sama w sobie zajebista, tylko te nightcore to rzyg
[03.11.2024 20:47:13] chalchalek__: !siad @DemonicalF0x
[03.11.2024 20:47:14] streamelements: @chalchalek__ usiadł na mordzie @DemonicalF0x
[03.11.2024 20:47:25] chalchalek__: @DemonicalF0x kocham wersje nightcore oh
[03.11.2024 20:47:31] Chatters_online: miko_milk,tymbark279,tigerssbb,camilliaq,leankabe,dashie75,miskol84,mikeytomajki,v_filo,panrojek,olapola12345,yvlunar,zahaczai,narobany587,kafar1458,xeonix30,adameczek12_,kolorowypiesek,toudi115,przemoyto,pavele0,kurwanonw,ayre3nn,squattygnome,pawel13367,villture,mrsaj3k,xxlilciaxx,tax_office,wpatka,mikopikooo,kagerosimba,strona_,maberkowicz,paqsini,maxikingus,tojisuza,oredowsky,grimmgodx,kohakumi_,strugal_1,szzczepan22,furionek,cirocco,badluckcharm99,obstrused,youngpatryczq,puppymi,bobgmo,twojmisio,iiibilboiii,syndromka,piechowski,xshamankaa,danielpolak344,123chopstick123,dawidx5555,pavcio0,misialkaa,atomik544,somno__,kontogold10,poprostuglonek,czlowiek_widmo69,kasiulkaxx3,minerai_,wlaudia,wilkkacperdark,misiaczka,normalnainaczejj,harakirshi,qwhytetiger,nlucky,aiisha___,levyofficial,grenlando,pucusioszpon,1ntrowertykus,adrianke4,danio123455_,emi_lka02,aklanaaa,iamgodgar,chalchalek__,miskaaaa_,paaandziula,akttiw,heluss,xkoala000,majusza,rvvdzia,roidanpl,ditru_,orczyk1,luunako,szeczonek,fxd13_,bezingoo,mlodziodke,tomcio996,dziusiek_pl,sliwa1022,marchewka_pl,yuqi_1645,siema_xx,rafcio0o,funt0x,xz_vc,enlajna,zapominarek7,dominia_52,greber__,turbotrampek,jgodone,kanapka_kanapki,kenzenik,grichtisc,kaemi_01,energoski,shadow_0n,proximo_knz,cypherkaaxottia,wiktosiax,femebable,manasza202,gamerhamster__,derwxx,biala4furia,spys1u,k0rd4s_,wensvgyfdhhfjfd,pajda_vdl,grosz_pl,cockney8,dawidous,zoyysia,minlaks,karolina__00,zmywarek69,kanapkowiczasty,bastrowy,tori2137,popson8,finek1234,ziomalobombalo,nieuczesana,notii_,pokemoncommunitygame,sheva2812,veterancze,michal265a,sziweno,lunees__,itzznexusik,sierdzant_misiu,zoe_games99,kati1356,aroka_11,aligatorekxd,allimak_,timikkkkkk,tymon_sp,natalcia_157,nebudu__,damianspot247,hulii_,shittedjose,jemzupki,moonlightflower90,maaja1104,antosssx,kolorowa_kluska,bonialline,er_ninja95905,yasiunarcyz,plarcu,woolfvr46,uroczynorbi19,lubiemalekotki567,jarotele,trafelek,flexis555,hf_aiden,kcartek,snoowee_,blue_blue_blu,madzix9,szym998,rosznik,arten380,sayaleksa,xyznjo_,bocik___,nazumi29,barc0od3,stos2314,zymaaha1,k4ri_byczq,dziaduuu_,mocna_kawka,demonicalf0x,mobbyn_igoreq,mefiri,96noskilll,miniosky7,migotkae,interring,kekubaw,zumasterka211,szymsiek,slimeswojak,flytosky,alcest__,kornelllo,kiim_karo,wpatkabot,roadtrip_is_live,igornneczko,sruchatek,tysia_x24,oliwth,ameluuucha,oesuu,papci071,szami8,jakubxd,madoki__,selem_e,sennsei_,maril0xd,kotelooo,poleqq1,zdozukoks,gaks12430,ktos628,wedelek12,nolli_6,zakonkrzacki,duck_ling2137,d_blus,thematigame,nanonimx,zwierzakixd_,grubyzdw,moobot,yel_l_ow,bartex890,lesny_27,julishee,th__stormy,anastazja_7,demonek_wcue,nightbot,zuessyace,spl8t,kochamstopykasix,vjorgi,fairystrategy,yooyoye,dragonecze,saven006,pawlosbielski2,najlags,streamelements,thekaelek,linektv,shendyyy_,besha_21,roket0329,chaachar,arielka97,frill_exe,tangiabot,qverrs,kyo_rq,teilek,vatoseek,xairoo_,uminek16,mrtinkia,bronowice_,karol12345s,goooralesko,nirrivv,patka__wariatka_,kubka12222,moooniaaa00,domino_22_,ovoi_,pawellot,xasvek,xisuba1,minesplendor,xmartax (203/294)
[03.11.2024 20:47:41] chalchalek__: !song
[03.11.2024 20:47:46] energoski: !sr Black and white
[03.11.2024 20:47:48] moobot: @Energoski Dodałem "Juice WRLD - Black & White" [ youtu.be/RRl_C73vFtQ ] do playlisty - odtworzę ją za 54 minutes and 53 seconds! PogU ?
[03.11.2024 20:47:50] michal265a: !dobranoc
[03.11.2024 20:47:51] streamelements: Wpatka ziewnęła po raz 478 Yawn
[03.11.2024 20:47:55] demonicalf0x: @chalchalek__ widać że wiek gra swoje Pepepains
[03.11.2024 20:47:56] energoski: !sr Co z nami będzie
[03.11.2024 20:47:58] moobot: @Energoski Dodałem "█▬█ █ ▀█▀ Sylwia Grzeszczak & Liber - Co z nami będzie" [ youtu.be/fgpRTeKGl20 ] do playlisty - odtworzę ją za 58 minutes and 2 seconds! PogU ?
[03.11.2024 20:48:00] energoski: !sr songlsist
[03.11.2024 20:48:04] energoski: !songlist
[03.11.2024 20:48:04] streamelements: @Energoski Tu możesz sprawdzić kolejkę piosenek: https://moo.bot/r/songlist#wpatka
[03.11.2024 20:48:05] chalchalek__: @DemonicalF0x AHA
[03.11.2024 20:48:11] chalchalek__: fricc
[03.11.2024 20:48:17] energoski: !sr Lustra
[03.11.2024 20:48:18] moobot: @Energoski Dodałem "Scotty Doesn't Know" [ youtu.be/lcEkS9tcIjg ] do playlisty - odtworzę ją za 1 hour and 1 minute! PogU ?
[03.11.2024 20:48:21] energoski: !sr skrzydlate ręce
[03.11.2024 20:48:22] moobot: @Energoski Dodałem "Enej Skrzydlate Ręce (Oficjalny Teledysk)" [ youtu.be/n3Hv-1MWz2Y ] do playlisty - odtworzę ją za 1 hour and 4 minutes! PogU ?
[03.11.2024 20:48:29] emi_lka02: !sr tribulation
[03.11.2024 20:48:31] Chatters_online: miko_milk,tigerssbb,camilliaq,leankabe,dashie75,miskol84,mikeytomajki,v_filo,panrojek,olapola12345,yvlunar,zahaczai,narobany587,kafar1458,adameczek12_,kolorowypiesek,toudi115,przemoyto,pavele0,kurwanonw,ayre3nn,squattygnome,pawel13367,villture,kuleq___,mrsaj3k,xxlilciaxx,energoski,tax_office,wpatka,mikopikooo,kagerosimba,strona_,maberkowicz,paqsini,maxikingus,tojisuza,oredowsky,grimmgodx,kohakumi_,strugal_1,szzczepan22,furionek,cirocco,badluckcharm99,obstrused,youngpatryczq,puppymi,bobgmo,twojmisio,iiibilboiii,syndromka,piechowski,xshamankaa,danielpolak344,123chopstick123,dawidx5555,pavcio0,misialkaa,atomik544,somno__,kontogold10,poprostuglonek,czlowiek_widmo69,alexomore,szopen__,kasiulkaxx3,minerai_,wlaudia,wilkkacperdark,misiaczka,normalnainaczejj,harakirshi,qwhytetiger,nlucky,aiisha___,levyofficial,grenlando,pucusioszpon,adrianke4,danio123455_,emi_lka02,aklanaaa,iamgodgar,miskaaaa_,chalchalek__,paaandziula,akttiw,heluss,xkoala000,majusza,rvvdzia,roidanpl,ditru_,orczyk1,luunako,szeczonek,fxd13_,bezingoo,mlodziodke,tomcio996,dziusiek_pl,sliwa1022,marchewka_pl,yuqi_1645,siema_xx,rafcio0o,funt0x,xz_vc,zapominarek7,dominia_52,greber__,turbotrampek,jgodone,kanapka_kanapki,kenzenik,grichtisc,kaemi_01,shadow_0n,proximo_knz,cypherkaaxottia,wiktosiax,femebable,gamerhamster__,derwxx,spys1u,k0rd4s_,wensvgyfdhhfjfd,pajda_vdl,grosz_pl,cockney8,dawidous,zoyysia,minlaks,karolina__00,zmywarek69,kanapkowiczasty,bastrowy,tori2137,popson8,finek1234,ziomalobombalo,nieuczesana,notii_,pokemoncommunitygame,sheva2812,veterancze,sziweno,michal265a,lunees__,itzznexusik,sierdzant_misiu,zoe_games99,kati1356,aroka_11,aligatorekxd,allimak_,timikkkkkk,tymon_sp,natalcia_157,nebudu__,damianspot247,hulii_,shittedjose,jemzupki,moonlightflower90,maaja1104,antosssx,kolorowa_kluska,bonialline,er_ninja95905,yasiunarcyz,serekwiejski1998,plarcu,woolfvr46,uroczynorbi19,lubiemalekotki567,jarotele,trafelek,flexis555,hf_aiden,snoowee_,blue_blue_blu,madzix9,szym998,rosznik,arten380,sayaleksa,xyznjo_,bocik___,nazumi29,barc0od3,stos2314,zymaaha1,k4ri_byczq,dziaduuu_,mocna_kawka,demonicalf0x,mobbyn_igoreq,mefiri,96noskilll,miniosky7,migotkae,interring,kekubaw,zumasterka211,szymsiek,slimeswojak,flytosky,alcest__,kornelllo,kiim_karo,wpatkabot,roadtrip_is_live,igornneczko,sruchatek,tysia_x24,oliwth,ameluuucha,oesuu,papci071,szami8,jakubxd,madoki__,selem_e,sennsei_,kotelooo,zdozukoks,gaks12430,ktos628,wedelek12,nolli_6,zakonkrzacki,duck_ling2137,d_blus,thematigame,nanonimx,zwierzakixd_,grubyzdw,moobot,yel_l_ow,bartex890,lesny_27,julishee,th__stormy,anastazja_7,demonek_wcue,nightbot,zuessyace,spl8t,kochamstopykasix,vjorgi,fairystrategy,yooyoye,dragonecze,saven006,pawlosbielski2,najlags,streamelements,thekaelek,linektv,shendyyy_,besha_21,roket0329,chaachar,arielka97,frill_exe,tangiabot,qverrs,kyo_rq,teilek,vatoseek,xairoo_,uminek16,mrtinkia,bronowice_,martinesss___,goooralesko,nirrivv,patka__wariatka_,kubka12222,moooniaaa00,domino_22_,ovoi_,pawellot,xasvek,xisuba1,minesplendor,xmartax (203/289)
[03.11.2024 20:48:35] energoski: @Moobot CO to jesr xd
[03.11.2024 20:48:49] emi_lka02: !sr take me to church
[03.11.2024 20:48:50] moobot: @Emi_lka02 Dodałem "Hozier - Take Me To Church (Lyrics)" [ youtu.be/SND2LY0s8FE ] do playlisty - odtworzę ją za 1 hour and 7 minutes! PogU ?
[03.11.2024 20:48:53] harakirshi: @Moobot CO
[03.11.2024 20:49:04] emi_lka02: !sr shut up and dance with me
[03.11.2024 20:49:05] moobot: @Emi_lka02 Dodałem "Walk The Moon - Shut Up And Dance (Lyrics)" [ youtu.be/_glQsoPesQo ] do playlisty - odtworzę ją za 1 hour and 11 minutes! PogU ?
[03.11.2024 20:49:16] energoski: czy jest ktos uprawniony zeby to cos usunac bo chyba nie cofne wrongsongiem o 2 oh
[03.11.2024 20:49:21] michal265a: @Energoski usuną
[03.11.2024 20:49:23] michal265a: ę*
[03.11.2024 20:49:31] Chatters_online: miko_milk,tigerssbb,camilliaq,leankabe,dashie75,miskol84,mikeytomajki,v_filo,panrojek,olapola12345,yvlunar,zahaczai,narobany587,kafar1458,adameczek12_,kolorowypiesek,toudi115,przemoyto,pavele0,kurwanonw,ayre3nn,squattygnome,pawel13367,villture,kuleq___,mrsaj3k,xxlilciaxx,energoski,tax_office,wpatka,mikopikooo,kagerosimba,strona_,maberkowicz,paqsini,maxikingus,tojisuza,oredowsky,grimmgodx,kohakumi_,strugal_1,szzczepan22,furionek,cirocco,badluckcharm99,obstrused,youngpatryczq,puppymi,bobgmo,twojmisio,iiibilboiii,syndromka,piechowski,xshamankaa,danielpolak344,123chopstick123,dawidx5555,pavcio0,misialkaa,atomik544,somno__,kontogold10,poprostuglonek,czlowiek_widmo69,alexomore,szopen__,kasiulkaxx3,minerai_,wlaudia,wilkkacperdark,misiaczka,normalnainaczejj,harakirshi,qwhytetiger,nlucky,aiisha___,authentikaitlyn,levyofficial,grenlando,pucusioszpon,adrianke4,danio123455_,emi_lka02,aklanaaa,iamgodgar,miskaaaa_,chalchalek__,paaandziula,akttiw,heluss,xkoala000,majusza,rvvdzia,roidanpl,ditru_,orczyk1,luunako,szeczonek,fxd13_,bezingoo,mlodziodke,tomcio996,dziusiek_pl,marchewka_pl,yuqi_1645,siema_xx,rafcio0o,funt0x,xz_vc,zapominarek7,dominia_52,greber__,turbotrampek,jgodone,kanapka_kanapki,kenzenik,grichtisc,kaemi_01,shadow_0n,proximo_knz,cypherkaaxottia,wiktosiax,femebable,manasza202,gamerhamster__,derwxx,spys1u,k0rd4s_,wensvgyfdhhfjfd,tysienka1,pajda_vdl,grosz_pl,cockney8,zoyysia,minlaks,karolina__00,zmywarek69,kanapkowiczasty,bastrowy,tori2137,popson8,finek1234,ziomalobombalo,nieuczesana,notii_,pokemoncommunitygame,sheva2812,veterancze,sziweno,michal265a,lunees__,neeesca,itzznexusik,x_iden,sierdzant_misiu,zoe_games99,kati1356,aroka_11,aligatorekxd,allimak_,timikkkkkk,tymon_sp,natalcia_157,nebudu__,damianspot247,hulii_,shittedjose,jemzupki,moonlightflower90,maaja1104,antosssx,kolorowa_kluska,bonialline,er_ninja95905,yasiunarcyz,plarcu,woolfvr46,uroczynorbi19,lubiemalekotki567,jarotele,trafelek,flexis555,hf_aiden,snoowee_,blue_blue_blu,madzix9,szym998,rosznik,arten380,sayaleksa,xyznjo_,bocik___,nazumi29,barc0od3,stos2314,zymaaha1,k4ri_byczq,dziaduuu_,mocna_kawka,demonicalf0x,mobbyn_igoreq,96noskilll,miniosky7,migotkae,interring,kekubaw,zumasterka211,szymsiek,slimeswojak,flytosky,alcest__,kiim_karo,wpatkabot,roadtrip_is_live,igornneczko,sruchatek,tysia_x24,oliwth,ameluuucha,oesuu,papci071,szami8,jakubxd,madoki__,selem_e,sennsei_,kotelooo,zdozukoks,gaks12430,ktos628,wedelek12,nolli_6,zakonkrzacki,duck_ling2137,d_blus,thematigame,nanonimx,zwierzakixd_,grubyzdw,moobot,yel_l_ow,bartex890,lesny_27,julishee,th__stormy,anastazja_7,demonek_wcue,nightbot,zuessyace,spl8t,kochamstopykasix,vjorgi,fairystrategy,yooyoye,dragonecze,saven006,pawlosbielski2,najlags,streamelements,thekaelek,linektv,shendyyy_,besha_21,roket0329,chaachar,arielka97,frill_exe,tangiabot,qverrs,kyo_rq,teilek,vatoseek,xairoo_,uminek16,mrtinkia,bronowice_,goooralesko,patka__wariatka_,kubka12222,moooniaaa00,domino_22_,ovoi_,pawellot,xasvek,xisuba1,minesplendor,xmartax (203/287)
[03.11.2024 20:49:34] energoski: @Michal265a :3
[03.11.2024 20:49:39] michal265a: @Energoski done
[03.11.2024 20:49:54] energoski: dzięki
[03.11.2024 20:49:54] demonicalf0x: @chalchalek__ fricc u
[03.11.2024 20:49:59] moobot: Suby mogą dodawać song requesty za pomocą komendy sr i linku do yt bądź tytułu piosenki. Obecnie leci "Fall Out Boy - Centuries (Lyrics)" [ youtu.be/oPA0z4W-kcU ] catJAM
[03.11.2024 20:50:01] harakirshi: Czemu oni się bodyblockują nawazajem ciągle? xdd
[03.11.2024 20:50:04] emi_lka02: !sr things we lost in the fire
